pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraforming_score
TOI-620 b,3.76,13.6,5.0988179,603.6,3708.0,0.58,0.55,0.35,201.8,94.0,0.9619737437754641,46.19737437754641,88,119
CFBDSIR J145829+101343 b,12.4,3337.1,10037.5,370.0,580.5,0.02,,0.014262971257932062,85.0,80.57051885031727,21.703303850156082,2120.330385015608,494,537
CoRoT-14 b,12.22,2415.4,1.51214,1952.0,6035.0,1.13,1.21,0.05,876.0,82.0,16.175087927011873,1567.5087927011873,557,690
LP 714-47 b,4.7,30.8,4.052037,700.0,3950.0,0.59,0.58,0.41,250.0,96.4,1.3942960615663194,89.42960615663193,109,150
TOI-1075 b,1.791,9.95,0.6047328,1323.0,3875.0,0.6,0.58,-0.08,561.5,76.8,3.101929400086854,260.1929400086854,215,253
K2-154 c,2.07,4.94,7.95486,552.0,4097.0,0.65,0.63,0.21,176.0,88.4,1.1528857149525078,65.28857149525078,84,104
55 Cnc c,8.51,54.4738,44.3989,912.5307146386988,5172.0,0.91,0.94,0.35,356.2653573193494,94.0,0.7521917257777883,25.219172577778824,122,200
55 Cnc e,1.875,7.99,0.7365474,1958.0,5172.0,0.91,0.94,0.35,878.9999999999999,94.0,2.272711111111111,177.2711111111111,283,343
55 Cnc f,7.59,44.812,259.88,912.5307146386988,5172.0,0.91,0.94,0.35,356.2653573193494,94.0,0.7778767221970521,27.787672219705208,123,194
TOI-2459 b,2.953,9.03,19.104718,445.01,4195.0,0.66,0.68,0.014262971257932062,122.505,80.57051885031727,1.0355256393510752,53.55256393510752,66,90
TOI-251 b,2.74,317.83,4.93777,1041.19426609,5875.0,1.04,0.88,-0.106,420.59713304499996,75.75999999999999,42.3344344397677,4183.44344397677,965,1011
GJ 180 c,2.41,6.4,24.329,912.5307146386988,3371.0,0.43,0.41,0.014262971257932062,356.2653573193494,80.57051885031727,1.1019094023863225,60.19094023863225,125,154
HD 136118 b,12.3,4164.18779,1187.59765,912.5307146386988,6097.0,1.18,1.68,-0.05,356.2653573193494,78.0,27.524540881750276,2702.4540881750277,653,761
HD 153557 b,4.77,20.34102,7.29903,912.5307146386988,4837.0,0.79,0.75,0.014262971257932062,356.2653573193494,80.57051885031727,0.8939968091979485,39.399680919794854,121,173
HD 155918 b,2.67,7.62788,1.87567,912.5307146386988,5771.84,1.03,1.02,-0.662,356.2653573193494,53.52,1.06999396821389,56.99939682138899,117,160
HD 156098 b,4.12,15.89142,21.85849,912.5307146386988,6419.19,1.29,2.76,0.12,356.2653573193494,84.80000000000001,0.9361992176453955,43.61992176453955,123,178
GJ 3138 d,3.23,10.5,257.8,912.5307146386988,3717.0,0.68,0.5,-0.3,356.2653573193494,68.0,1.0064315770303558,50.64315770303558,120,156
HD 134060 c,5.91,29.29,1291.5646,912.5307146386988,5966.0,1.09,1.16,0.14,356.2653573193494,85.60000000000001,0.8385798254127765,33.85798254127765,122,186
GJ 433 b,2.33,6.043,7.3705,912.5307146386988,3461.0,0.48,0.5,-0.17,356.2653573193494,73.2,1.1131168376650886,61.311683766508864,123,152
GJ 433 d,2.14,5.223,36.059,912.5307146386988,3461.0,0.48,0.47,-0.17,356.2653573193494,73.2,1.140492619442746,64.0492619442746,124,151
CoRoT-30 b,11.31,921.707,9.06005,912.5307146386988,5650.0,0.98,0.91,0.02,356.2653573193494,80.80000000000001,7.205558956222085,670.5558956222086,247,347
OGLE-2018-BLG-0532L b,2.37,6.228,,912.5307146386988,5412.3924897449615,0.2,,0.014262971257932062,356.2653573193494,80.57051885031727,1.108796667200769,60.8796667200769,125,164
OGLE-2018-BLG-0383L b,2.41,6.4,,912.5307146386988,5412.3924897449615,0.1,,0.014262971257932062,356.2653573193494,80.57051885031727,1.1019094023863225,60.19094023863225,125,164
KMT-2021-BLG-0322L b,12.7,2034.1018,,912.5307146386988,5412.3924897449615,0.62,,0.014262971257932062,356.2653573193494,80.57051885031727,12.611456382912765,1211.1456382912766,355,463
TOI-1680 b,1.466,2.75,4.8026345,404.0,3225.0,0.18,0.21,0.04,102.0,81.60000000000001,1.2795720738745815,77.95720738745815,66,74
HD 5278 b,2.45,7.8,14.339156,943.0,6203.0,1.13,1.19,-0.12,371.5,75.2,1.2994585589337773,79.94585589337773,131,175
HD 10180 d,3.45,11.75,16.357,912.5307146386988,5911.0,1.06,1.11,0.08,356.2653573193494,83.2,0.987187565637471,48.7187565637471,124,172
HD 102272 b,12.9,1570.0802,127.58,912.5307146386988,4790.0,1.45,10.3,-0.41,356.2653573193494,63.6,9.435011117120366,893.5011117120366,287,393
HD 42618 b,3.89,14.4,149.61,337.0,5727.0,1.01,1.0,-0.09,68.5,76.4,0.9516194051057024,45.16194051057024,74,85
OGLE-2018-BLG-0962L b,13.6,425.89007,,912.5307146386988,5412.3924897449615,0.54,,0.014262971257932062,356.2653573193494,80.57051885031727,2.3026063473183394,180.26063473183393,149,262
HD 110014 b,12.4,3524.59,835.477,912.5307146386988,4445.0,2.17,20.9,0.19,356.2653573193494,87.6,22.92267169614984,2242.267169614984,564,664
HD 131496 b,13.4,572.094,896.0,912.5307146386988,4846.0,1.34,4.44,0.25,356.2653573193494,90.0,3.186088215638227,268.6088215638227,170,278
GJ 3929 b,1.09,1.75,2.616235,568.0,3384.0,0.31,0.32,-0.02,184.0,79.2,1.47293998821648,97.293998821648,89,100
HAT-P-46 b,14.392,156.684,4.463129,1458.0,6120.0,1.28,1.4,0.3,629.0,92.0,0.7564536965598515,25.64536965598515,190,325
TOI-1855 b,18.495,360.09959,1.36414864,1701.0,5359.0,0.99,1.04,0.399,750.5,95.96000000000001,1.05272262196347,55.272262196347,227,392
K2-215 b,2.124,5.16,8.269648,912.5307146386988,5704.0,1.0,0.97,0.11,356.2653573193494,84.39999999999999,1.1437752029536,64.37752029535999,127,165
K2-179 b,2.513,6.86,5.172191,912.5307146386988,5015.0,0.82,0.77,0.03,356.2653573193494,81.19999999999999,1.0862733839743641,58.62733839743641,125,162
HD 37605 b,13.2,854.9627,55.01292,912.5307146386988,5329.0,0.94,0.91,0.27,356.2653573193494,90.8,4.906810720844812,440.68107208448123,204,314
HD 40307 d,3.04,9.5,20.432,541.0,4956.0,0.77,0.72,-0.31,170.5,67.6,1.0279605263157894,52.79605263157894,73,105
HD 75289 b,14.2,155.7367,3.50927,1260.0,6117.0,1.29,1.23,0.26,530.0,90.39999999999999,0.7723502281293395,27.235022812933952,165,294
K2-346 b,2.26,5.73,26.201446,450.0,4801.0,0.71,0.7,-0.18,125.0,72.8,1.121857623932963,62.185762393296294,66,89
K2-335 b,2.21,5.52,12.283211,949.0,6222.0,1.23,1.33,0.1,374.5,84.00000000000001,1.1301979893941565,63.01979893941565,131,173
K2-344 b,1.59,3.15,3.35585,722.0,4374.0,0.51,0.49,-0.95,261.0,42.00000000000001,1.2459950160199358,74.59950160199358,93,118
HD 46375 b,10.0,71.8,3.023573,912.5307146386988,5285.0,0.92,0.91,0.24,356.2653573193494,89.60000000000001,0.718,21.799999999999997,120,208
HD 7924 c,2.72,7.86,15.299,583.6,5075.0,0.83,0.78,-0.15,191.8,74.0,1.0623918685121105,56.23918685121105,81,112
G 264-012 c,1.76,3.75,8.0518,387.0,3326.0,0.3,0.3,0.1,93.5,84.00000000000001,1.2106146694214877,71.06146694214877,63,73
HD 23127 b,13.5,485.32641,1211.17,912.5307146386988,5843.0,1.21,1.49,0.29,356.2653573193494,91.60000000000001,2.6629706995884774,216.29706995884774,160,274
HD 233832 b,13.5,565.7374,2058.0,912.5307146386988,4981.0,0.71,0.68,-0.66,356.2653573193494,53.599999999999994,3.1041832647462275,260.41832647462275,157,269
HD 238090 b,2.52,6.89,13.671,469.6,3933.0,0.58,0.57,-0.03,134.8,78.8,1.0849710254472158,58.49710254472158,69,90
HD 30856 b,13.5,491.68301,847.0,912.5307146386988,4895.0,1.17,4.4,-0.06,356.2653573193494,77.60000000000001,2.6978491632373114,219.78491632373112,156,266
HD 212301 b,14.2,162.0933,2.24571,912.5307146386988,6239.0,1.55,1.16,0.18,356.2653573193494,87.20000000000002,0.8038747272366594,30.387472723665944,121,242
HD 196050 b,12.9,1493.79351,1392.0,912.5307146386988,5879.0,1.27,1.42,0.229,356.2653573193494,89.16000000000001,8.976585000901387,847.6585000901388,285,396
HD 215497 c,13.0,111.23994,566.0,912.5307146386988,5113.0,0.92,0.9,0.23,356.2653573193494,89.2,0.6582244970414202,15.822449704142016,119,226
HD 28254 b,13.0,1207.74795,1333.0,912.5307146386988,5664.0,1.1,1.48,0.06,356.2653573193494,82.4,7.146437573964497,664.6437573964497,247,357
TOI-1227 b,9.572,66.5,27.36397,243.771854739,3072.0,0.17,0.56,0.014262971257932062,21.885927369499996,80.57051885031727,0.7257988327495802,22.579883274958025,34,92
TOI-500 d,6.35,33.12,26.233,912.5307146386988,4440.0,0.74,0.68,0.12,356.2653573193494,84.80000000000001,0.8213776427552855,32.137764275528546,121,181
K2-400 b,1.163,1.67,3.865053,912.5307146386988,3578.0,0.37,0.38,-0.051,356.2653573193494,77.96000000000001,1.2346874725060235,73.46874725060235,127,148
DMPP-3 A b,1.41,2.58,6.6732,854.0,5138.0,0.87,0.91,0.18,327.0,87.20000000000002,1.2977214425833712,79.77214425833712,124,153
HD 13808 b,3.35,11.2,14.1815,912.5307146386988,5035.0,0.77,0.78,-0.21,356.2653573193494,71.6,0.9979950991312095,49.79950991312096,121,164
HD 4208 b,13.9,257.4423,832.97,912.5307146386988,5717.0,0.88,0.85,-0.28,356.2653573193494,68.8,1.3324481134516846,83.24481134516846,126,244
GJ 876 d,2.51,6.83,1.93778,912.5307146386988,3293.74,0.32,0.3,0.213,356.2653573193494,88.52,1.0841097760353013,58.410977603530135,127,156
nu Oct A b,13.3,762.78818,417.0,912.5307146386988,4860.0,1.61,5.81,0.18,356.2653573193494,87.20000000000002,4.312217649386624,381.2217649386624,191,300
HD 69830 b,3.17,10.2,8.667,912.5307146386988,5385.0,0.86,0.89,-0.05,356.2653573193494,78.0,1.0150364716536138,51.50364716536138,123,166
HD 180053 b,13.3,697.31902,213.72,912.5307146386988,5131.0,1.75,4.06,0.25,356.2653573193494,90.0,3.942105376222511,344.21053762225114,185,294
WTS-2 b,15.278,355.9696,1.0187068,2000.0,5000.0,0.82,0.75,0.2,900.0,88.00000000000001,1.525035309724536,102.50353097245359,272,421
HAT-P-18 b,11.153,62.61,5.508023,852.0,4803.0,0.77,0.75,0.1,326.0,84.00000000000001,0.5033386725070781,0.33386725070780887,107,199
TOI-4145 A b,13.305,136.66622,4.0664428,1074.0,5281.0,0.91,0.86,0.168,437.0,86.72000000000001,0.772025108033263,27.202510803326298,141,255
CoRoT-1 b,16.7,327.35,1.5089557,1898.0,5950.0,0.95,1.11,-0.3,849.0,68.0,1.173760263903331,67.37602639033311,246,408
K2-331 c,2.72,7.85,22.996591,673.0,5994.0,1.1,1.06,0.08,236.50000000000003,83.2,1.0610402249134945,56.10402249134945,95,133
GJ 667 C g,1.99,4.6,256.2,912.5307146386988,3350.0,0.33,,-0.55,356.2653573193494,57.99999999999999,1.161586828615439,66.1586828615439,120,146
HATS-68 b,13.809,410.0007,3.5862202,1741.0,6147.0,1.35,1.75,0.21,770.5,88.4,2.1501073260948576,165.01073260948576,252,391
HD 134606 f,2.24,5.63,26.915,912.5307146386988,5576.0,1.05,1.16,0.343,356.2653573193494,93.72,1.122050382653061,62.2050382653061,130,167
HATS-17 b,8.709,425.25654,16.254611,814.0,5846.0,1.13,1.09,0.3,307.0,92.0,5.606791680179124,510.6791680179124,206,286
K2-358 b,2.68,7.65,11.2510285,888.0,5650.0,0.93,0.91,-0.07,344.0,77.2,1.0651035865448875,56.51035865448875,120,162
HD 181342 b,13.2,807.2882,564.1,912.5307146386988,4945.0,1.69,4.71,0.26,356.2653573193494,90.39999999999999,4.633196740128558,413.31967401285584,199,307
HD 181433 b,2.4,6.3566,9.3743,912.5307146386988,4918.0,0.63,0.79,0.38,356.2653573193494,95.19999999999999,1.103576388888889,60.3576388888889,130,165
HD 187123 c,13.4,632.46,3810.0,912.5307146386988,5790.0,1.04,1.15,0.09,356.2653573193494,83.6,3.522276676319893,302.22766763198933,175,288
K2-407 c,1.36,2.42,9.22453,912.5307146386988,5563.0,0.88,0.93,0.014,356.2653573193494,80.55999999999999,1.3083910034602073,80.83910034602073,129,162
HD 73526 b,13.1,978.9164,188.3,912.5307146386988,5601.0,1.14,1.53,0.22,356.2653573193494,88.80000000000001,5.70430860672455,520.430860672455,220,330
TOI-406 c,1.32,2.08,3.307441,584.0,3392.0,0.41,0.41,-0.02,192.0,79.2,1.1937557392102847,69.37557392102846,86,99
K2-354 b,1.56,3.05,3.793306,543.0,3669.0,0.43,0.41,-0.04,171.5,78.4,1.2532873109796185,75.32873109796185,81,97
WASP-183 b,16.477,159.55066,4.1117771,1111.0,5440.0,0.78,0.89,-0.31,455.5,67.6,0.5876819088524857,8.768190885248572,136,274
bet Pic b,18.495,3727.80939,8617.50952,1612.0,8038.68,1.8,1.54,-0.21,706.0,71.6,10.89795541067082,1039.795541067082,406,583
PDS 70 c,22.866,635.66,,995.0,3972.0,0.76,1.06,-0.11,397.5,75.6,1.2157505794983408,71.57505794983408,136,306
2MASS J12073346-3932539 b,12.9,1589.15,,1250.0,2825.0,0.02,0.22,0.014262971257932062,525.0,80.57051885031727,9.549606393846524,904.9606393846524,336,440
HD 202772 A b,17.318,323.23311,3.308958,2132.0,6272.0,1.72,2.59,0.3,966.0,92.0,1.0777558037106771,57.77558037106771,281,453
K2-148 d,1.64,3.33,9.7579,912.5307146386988,4079.0,0.65,0.63,-0.11,356.2653573193494,75.6,1.238102320047591,73.81023200475909,127,154
GJ 876 e,3.92,14.6,124.26,912.5307146386988,3271.0,0.32,0.3,0.213,356.2653573193494,88.52,0.9501249479383591,45.01249479383591,125,162
CoRoT-20 b,9.416,1366.669,9.24285,1024.0,4947.5,1.14,1.37,0.14,412.0,85.60000000000001,15.414535554370119,1491.4535554370118,427,512
HD 63433 c,2.582,17.2,20.543847,622.305801154,5688.0,1.0,0.92,0.079,211.15290057700005,83.16000000000001,2.5799778121908155,207.99778121908156,119,153
K2-268 e,1.33,2.33,6.131243,801.0,5106.0,0.84,0.78,0.03,300.5,81.19999999999999,1.3172027813895641,81.72027813895642,116,143
NGTS-25 b,11.467,203.09235,2.823093,1101.0,5321.0,0.91,0.86,0.12,450.5,84.80000000000001,1.5445214350499823,104.45214350499823,159,262
EPIC 201427007 b,1.5,2.86,0.72091,912.5307146386988,5633.0,0.93,0.94,-0.053,356.2653573193494,77.88000000000001,1.271111111111111,77.11111111111111,128,162
TOI-1064 c,2.651,2.5,12.226574,634.0,4734.0,0.75,0.73,0.05,217.0,82.0,0.35573004984062584,-14.426995015937417,76,106
HD 125612 b,13.2,945.22168,557.69994,912.5307146386988,5900.0,1.05,1.07,0.23,356.2653573193494,89.2,5.424825987144169,492.48259871441695,214,327
K2-111 c,3.33,11.08,15.6805,912.5307146386988,5775.0,0.84,1.25,-0.46,356.2653573193494,61.6,0.999197395593792,49.919739559379195,118,165
K2-165 c,1.554,3.03,4.382745,912.5307146386988,5185.0,0.83,0.8,-0.05,356.2653573193494,78.0,1.2547020269027989,75.47020269027989,128,159
HD 205739 b,13.6,435.41,279.8,912.5307146386988,6176.0,1.22,1.33,0.19,356.2653573193494,87.6,2.354076557093426,185.4076557093426,152,269
HD 20868 b,13.7,397.2875,380.85001,912.5307146386988,4802.0,0.39,0.76,0.05,356.2653573193494,82.0,2.1167217219883856,161.67217219883855,146,257
HD 211810 b,14.0,212.9461,1558.0,912.5307146386988,5652.0,1.03,1.13,0.17,356.2653573193494,86.8,1.086459693877551,58.6459693877551,127,244
Kepler-1293 b,0.97,0.871,5.57654784,1183.0,6241.0,1.18,1.28,0.0,491.5,80.0,0.9257094271442237,42.570942714422365,155,195
Kepler-238 c,2.39,6.3,6.155557,1146.0,5751.0,1.23,1.43,0.34,473.00000000000006,93.6,1.1029218676143624,60.29218676143624,158,204
Kepler-382 c,1.59,3.15,12.162701,882.0,5600.0,1.0,0.95,0.082,341.0,83.28,1.2459950160199358,74.59950160199358,125,158
Kepler-364 b,1.55,3.02,25.745718,753.0,6108.0,1.08,1.28,-0.031,276.5,78.76,1.2570239334027054,75.70239334027053,108,140
TOI-3919 b,12.319,1233.17422,7.433234,1198.0,6100.0,1.21,1.32,0.175,499.0,86.99999999999999,8.125938415762473,762.5938415762473,303,418
KIC 9663113 b,4.6,19.2,572.3847,264.0,6065.0,0.98,1.03,-0.28,32.0,68.8,0.9073724007561438,40.73724007561438,37,78
Kepler-104 c,3.13,7.14431,23.668205,668.0,5711.0,0.82,1.35,-0.42,234.0,63.2,0.7292419030509651,22.924190305096516,82,122
Kepler-1046 b,1.71,3.57,14.37508035,786.0,5913.0,1.04,1.04,0.0,293.0,80.0,1.220888478506207,72.08884785062071,112,145
Kepler-1385 b,0.85,0.543,2.88879862,1423.0,5732.0,1.15,1.29,0.41,611.5,96.4,0.7515570934256057,25.155709342560574,187,229
Kepler-1304 b,2.29,5.86,16.1288853,715.0,5259.0,0.85,0.81,-0.05,257.5,78.0,1.1174462729543677,61.74462729543677,100,132
4 UMa b,12.6,2511.48007,270.27,912.5307146386988,4415.0,1.23,18.11,-0.25,356.2653573193494,70.0,15.819350403124213,1531.9350403124213,416,519
HD 21411 b,9.52,65.9,84.288,912.5307146386988,5605.0,0.89,0.83,-0.265,356.2653573193494,69.39999999999999,0.7271290869288893,22.712908692888934,114,202
K2-348 b,3.26,10.7,4.688418,908.0,5077.0,0.83,0.85,0.13,354.0,85.2,1.0068124506003238,50.681245060032374,124,166
TOI-3837 b,10.873,187.51876,11.88865,1178.0,5905.0,0.89,1.2,-0.26,488.99999999999994,69.6,1.5861561755498417,108.61561755498417,165,270
TOI-561 d,2.615,13.33,25.71268,600.0,5342.0,0.81,0.84,-0.4,200.0,64.0,1.9493362678180373,144.93362678180372,98,131
EPIC 212587672 c,2.32,5.99,23.228555,658.0,6004.0,0.99,0.98,-0.18,229.0,72.8,1.1128864447086804,61.288644470868036,91,126
HD 73526 c,13.3,715.09,379.1,912.5307146386988,5633.0,1.01,1.53,0.232,356.2653573193494,89.28,4.04256882808525,354.256882808525,187,299
K2-339 b,1.92,4.35,19.507428,508.0,4857.0,0.74,0.72,-0.11,154.0,75.6,1.1800130208333333,68.00130208333333,75,97
HD 73534 b,13.7,353.42696,1750.0,912.5307146386988,4917.0,1.16,2.58,0.232,356.2653573193494,89.28,1.8830356438808677,138.30356438808678,144,254
GJ 411 b,1.45,2.69,12.9394,349.83,3719.0,0.39,0.37,-0.362,74.91499999999999,65.52,1.2794292508917955,77.94292508917955,79,64
GJ 687 b,4.32,17.2,38.142,912.5307146386988,3413.0,0.4,0.42,0.063,356.2653573193494,82.52000000000001,0.9216392318244169,42.163923182441685,122,163
GJ 887 b,1.88,4.2,9.262,468.0,3688.0,0.49,0.47,-0.06,134.0,77.60000000000001,1.1883205070167497,68.83205070167497,71,86
HD 64114 b,4.41,17.8,45.791,912.5307146386988,5676.0,0.95,0.88,0.014262971257932062,356.2653573193494,80.57051885031727,0.9152565032059687,41.525650320596874,122,175
HD 220842 b,13.1,1010.6994,218.47,912.5307146386988,5960.0,1.13,1.42,-0.17,356.2653573193494,73.2,5.889513431618204,538.9513431618204,219,332
HD 221585 b,13.5,511.7063,1173.0,912.5307146386988,5620.0,1.19,1.85,0.29,356.2653573193494,91.60000000000001,2.8077163237311384,230.77163237311385,163,276
HD 238914 b,12.8,1906.98,4100.0,912.5307146386988,4769.0,1.47,12.73,-0.25,356.2653573193494,70.0,11.639282226562498,1113.9282226562498,333,438
HD 73267 c,12.8,1630.77756,17071.78045,912.5307146386988,5317.0,0.93,0.96,0.03,356.2653573193494,81.19999999999999,9.953476318359373,945.3476318359372,302,410
HD 20781 b,1.21,1.93,5.3135,912.5307146386988,5256.0,0.7,0.83,-0.11,356.2653573193494,75.6,1.3182159688545865,81.82159688545865,128,158
HD 67087 c,12.9,1540.0,2374.0,912.5307146386988,6330.0,1.36,1.55,0.25,356.2653573193494,90.0,9.25425154738297,875.4251547382969,291,404
HD 65216 c,13.4,645.1949,5370.0,912.5307146386988,5612.0,0.87,0.89,-0.168,356.2653573193494,73.28,3.5931994876364444,309.31994876364445,173,286
HD 290327 b,13.3,772.3269,2443.0,912.5307146386988,5505.0,0.84,0.95,-0.14,356.2653573193494,74.4,4.366142235287467,386.61422352874666,189,301
HD 151450 b,6.94,38.45724,21.89288,912.5307146386988,6091.98,1.14,1.17,0.014262971257932062,356.2653573193494,80.57051885031727,0.7984710445232499,29.84710445232499,119,191
HD 4313 b,13.4,612.45841,356.21,912.5307146386988,4943.0,1.63,5.14,0.14,356.2653573193494,85.60000000000001,3.41088443974159,291.088443974159,173,282
HD 330075 b,14.3,152.5584,3.38773,990.0,5000.0,0.47,0.84,0.05,395.0,82.0,0.7460433273020686,24.604332730206856,128,246
HD 31253 b,14.1,197.0546,466.0,912.5307146386988,6130.0,1.7,1.75,0.17,356.2653573193494,86.8,0.991170464262361,49.1170464262361,125,245
HD 31527 b,3.22,10.47,16.5535,912.5307146386988,5898.0,0.96,1.07,-0.17,356.2653573193494,73.2,1.0097990046680296,50.97990046680296,121,168
HD 206893 b,14.011,8899.1954,9350.0,1429.2,6500.0,1.32,1.31,0.014262971257932062,614.6,80.57051885031727,45.33279293116968,4483.279293116968,1074,1209
COCONUTS-2 b,12.442,2542.62726,402000000.0,434.0,3406.0,0.37,0.39,0.0,117.0,80.0,16.424883764153858,1592.4883764153858,372,455
KELT-20 b,19.515,1074.90106,3.4741085,2262.0,8720.0,1.76,1.57,-0.29,1031.0,68.39999999999999,2.8224832931355017,232.2483293135502,325,528
HD 158259 b,1.282,2.22,2.178,1462.0,5801.89,1.08,1.21,0.014262971257932062,631.0,80.57051885031727,1.3507560583234564,85.07560583234563,199,246
K2-122 b,1.16,1.65,2.2193023,769.0,4009.0,0.63,0.59,0.32,284.5,92.8,1.2262187871581451,72.62187871581452,113,133
LP 890-9 c,1.367,25.3,8.457463,272.0,2850.0,0.12,0.16,-0.028,36.0,78.88,13.53890347725063,1303.890347725063,293,296
Kepler-1239 b,2.9,8.75,5.19104016,1183.0,6564.0,1.4,1.57,0.22,491.5,88.80000000000001,1.0404280618311534,54.042806183115346,160,214
TOI-5232 b,12.778,743.71847,4.0966692,1772.0,6212.0,1.39,1.79,-0.104,786.0,75.84,4.554941457747423,405.4941457747423,300,434
K2-318 b,1.66,3.39,7.01,456.0,3851.0,0.56,0.55,0.014262971257932062,128.0,80.57051885031727,1.2302220931920453,73.02220931920453,71,85
K2-154 b,1.99,4.62,3.67626,715.0,4097.0,0.65,0.63,0.21,257.5,88.4,1.1666372061311583,66.66372061311583,104,128
HD 40307 b,1.83,4.0,4.3123,910.0,4956.0,0.77,0.72,-0.31,355.0,67.6,1.194422049031025,69.44220490310249,123,156
TOI-2107 b,13.574,263.79758,2.4545467,1397.0,5627.0,0.96,0.93,0.07,598.5,82.8,1.4317101947102477,93.17101947102478,193,319
HIP 54597 b,13.3,762.78818,3274.0,912.5307146386988,4799.0,0.8,0.66,-0.22,356.2653573193494,71.2,4.312217649386624,381.2217649386624,187,295
K2-249 b,2.79,8.2,12.409,1061.0,6504.0,1.32,1.57,0.04,430.5,81.60000000000001,1.0534294266517643,55.34294266517643,143,193
K2-246 b,3.49,12.0,5.76918,977.0,5610.0,0.87,0.94,-0.19,388.5,72.39999999999999,0.9852135860953521,48.52135860953521,129,177
TOI-559 b,12.229,1910.14873,6.9839095,1180.0,5925.0,1.03,1.23,-0.069,490.00000000000006,77.24,12.772775946223339,1227.277594622334,391,505
HD 134606 d,7.59,44.8,966.5,912.5307146386988,5576.0,1.05,1.16,0.343,356.2653573193494,93.72,0.7776684181564745,27.766841815647446,123,196
